Port,Service,Protocol,Description,Assignee
3578,data-port,tcp,Data Port,[Anupam_Bharali]
3579,ttat3lb,tcp,Tarantella Load Balancing,[Jim_Musgrave]
3580,nati-svrloc,tcp,NATI-ServiceLocator,[Jason_Case]
3581,kfxaclicensing,tcp,Ascent Capture Licensing,[Brad_Hamilton_2]
3582,press,tcp,PEG PRESS Server,[Jim_DeLisle]
3583,canex-watch,tcp,CANEX Watch System,[Peter_Kollath]
3584,u-dbap,tcp,U-DBase Access Protocol,[Bodo_Rueskamp]
3585,emprise-lls,tcp,Emprise License Server,
3586,emprise-lsc,tcp,License Server Console,[James_J_Diaz]
3587,p2pgroup,tcp,Peer to Peer Grouping,[Igor_Kostic]
3588,sentinel,tcp,Sentinel Server,[Ian_Gordon]
3589,isomair,tcp,isomair,[Richard_Fleming]
3590,wv-csp-sms,tcp,WV CSP SMS Binding,[Matti_Salmi]
3591,gtrack-server,tcp,LOCANIS G-TRACK Server,
3592,gtrack-ne,tcp,LOCANIS G-TRACK NE Port,[Juergen_Edelhaeuser]
3593,bpmd,tcp,BP Model Debugger,[Keith_Fligg]
3594,mediaspace,tcp,MediaSpace,
3595,shareapp,tcp,ShareApp,[Jeff_King]
3596,iw-mmogame,tcp,Illusion Wireless MMOG,[Jan_Vrsinsky]
3597,a14,tcp,A14 (AN-to-SC/MM),
3598,a15,tcp,A15 (AN-to-AN),[David_Ott]
3599,quasar-server,tcp,Quasar Accounting Server,[Brad_Pepers]
3600,trap-daemon,tcp,text relay-answer,[John_Willis]
3601,visinet-gui,tcp,Visinet Gui,[Jeff_Douglass]
3602,infiniswitchcl,tcp,InfiniSwitch Mgr Client,[Lee_VanTine]
3603,int-rcv-cntrl,tcp,Integrated Rcvr Control,[Dave_Stone]
3604,bmc-jmx-port,tcp,BMC JMX Port,[Portnoy_Boxman]
3605,comcam-io,tcp,ComCam IO Port,[Don_Gilbreath]
3606,splitlock,tcp,Splitlock Server,[Andrew_Tune]
3607,precise-i3,tcp,Precise I3,[Tomer_Shain]
3608,trendchip-dcp,tcp,Trendchip control protocol,[Ming_Jen_Chen]
3609,cpdi-pidas-cm,tcp,CPDI PIDAS Connection Mon,[Tony_Splaver]
3610,echonet,tcp,ECHONET,[Takeshi_Saito]
3611,six-degrees,tcp,Six Degrees Port,[Zach_Nies]
3612,dataprotector,tcp,Micro Focus Data Protector,[Micro_Focus]
3613,alaris-disc,tcp,Alaris Device Discovery,[Chris_Dern]
3614,sigma-port,tcp,Satchwell Sigma,[Dave_Chapman]
3615,start-network,tcp,Start Messaging Network,[Peter_Rocca]
3616,cd3o-protocol,tcp,cd3o Control Protocol,[Chris_Wilcox]
3617,sharp-server,tcp,ATI SHARP Logic Engine,[Bill_Reveile]
3618,aairnet-1,tcp,AAIR-Network 1,
3619,aairnet-2,tcp,AAIR-Network 2,[James_Mealey]
3620,ep-pcp,tcp,EPSON Projector Control Port,
3621,ep-nsp,tcp,EPSON Network Screen Port,[SEIKO_EPSON_3]
3622,ff-lr-port,tcp,FF LAN Redundancy Port,[Fieldbus_Foundation]
3623,haipe-discover,tcp,HAIPIS Dynamic Discovery,[Mike_Irani]
3624,dist-upgrade,tcp,Distributed Upgrade Port,[Jason_Schoon]
3625,volley,tcp,Volley,[David_Catmull]
3626,bvcdaemon-port,tcp,bvControl Daemon,[Ravi_Gokhale]
3627,jamserverport,tcp,Jam Server Port,[Art_Pope]
3628,ept-machine,tcp,EPT Machine Interface,[Victor_H_Farrace]
3629,escvpnet,tcp,ESC/VP.net,[Hiroyuki_Hashimoto]
3630,cs-remote-db,tcp,C&S Remote Database Port,
3631,cs-services,tcp,C&S Web Services Port,[Computer_Software_Gm]
3632,distcc,tcp,distributed compiler,[Martin_Pool]
3633,wacp,tcp,Wyrnix AIS port,[Harry_T_Vennik]
3634,hlibmgr,tcp,hNTSP Library Manager,[Kenji_Tetsuyama]
3635,sdo,tcp,Simple Distributed Objects,[Alexander_Philippou]
3636,servistaitsm,tcp,SerVistaITSM,[Ralph_Campbell]
3637,scservp,tcp,Customer Service Port,[Jonathan_A_Zdziarsk]
3638,ehp-backup,tcp,EHP Backup Protocol,[Ed_Fair]
3639,xap-ha,tcp,Extensible Automation,[Mark_Harrison]
3640,netplay-port1,tcp,Netplay Port 1,
3641,netplay-port2,tcp,Netplay Port 2,[Predrag_Filipovic]
3642,juxml-port,tcp,Juxml Replication port,[Colin_Reid]
3643,audiojuggler,tcp,AudioJuggler,[Morten_Mertner]
3644,ssowatch,tcp,ssowatch,[Marie_France_Dubreui]
3645,cyc,tcp,Cyc,[Stephen_Reed]
3646,xss-srv-port,tcp,XSS Server Port,[Joe_Purcell]
3647,splitlock-gw,tcp,Splitlock Gateway,[Andrew_Tune]
3648,fjcp,tcp,Fujitsu Cooperation Port,[Kouji_Sugisawa]
3649,nmmp,tcp,Nishioka Miyuki Msg Protocol,[TAKEDA_Hiroyuki]
3650,prismiq-plugin,tcp,PRISMIQ VOD plug-in,[Richard_Hodges_3]
3651,xrpc-registry,tcp,XRPC Registry,[Slava_Monich]
3652,vxcrnbuport,tcp,VxCR NBU Default Port,[Boris_Star]
3653,tsp,tcp,Tunnel Setup Protocol,[Marc_Blanchet]
3654,vaprtm,tcp,VAP RealTime Messenger,[Boris_Polevoy]
3655,abatemgr,tcp,ActiveBatch Exec Agent,
3656,abatjss,tcp,ActiveBatch Job Scheduler,[Ben_Rosenberg]
3657,immedianet-bcn,tcp,ImmediaNet Beacon,[Bill_Homan]
3658,ps-ams,tcp,PlayStation AMS (Secure),[Edgar_Alan_Tu]
3659,apple-sasl,tcp,Apple SASL,[David_M_O_Rourke]
3660,can-nds-ssl,tcp,IBM Tivoli Directory Service using SSL,
3661,can-ferret-ssl,tcp,IBM Tivoli Directory Service using SSL,[Nic_Catrambone]
3662,pserver,tcp,pserver,[Patrick_Furlong]
3663,dtp,tcp,DIRECWAY Tunnel Protocol,[John_Border]
3664,ups-engine,tcp,UPS Engine Port,
3665,ent-engine,tcp,Enterprise Engine Port,[Mike_Delgrosso]
3666,eserver-pap,tcp,IBM eServer PAP,[Dave_Gimpl]
3667,infoexch,tcp,IBM Information Exchange,[Paul_Ford_Hutchinson]
3668,dell-rm-port,tcp,Dell Remote Management,[Bradley_Bransom]
3669,casanswmgmt,tcp,CA SAN Switch Management,[Emre_Tunar]
3670,smile,tcp,SMILE TCP/UDP Interface,[Andre_Petras]
3671,efcp,tcp,e Field Control (EIBnet),[Marc_Goossens]
3672,lispworks-orb,tcp,LispWorks ORB,[Lisp_Support]
3673,mediavault-gui,tcp,Openview Media Vault GUI,[Stephen_Gold]
3674,wininstall-ipc,tcp,WinINSTALL IPC Port,[Bill_Somerville]
3675,calltrax,tcp,CallTrax Data Port,[Oliver_Bailey]
3676,va-pacbase,tcp,VisualAge Pacbase server,[Dominique_Lelievre]
3677,roverlog,tcp,RoverLog IPC,[Tom_Mayo]
3678,ipr-dglt,tcp,DataGuardianLT,[Bruce_Carlson]
3679,Escale (Newton Dock),tcp,Newton Dock,[Paul_Guyot]
3680,npds-tracker,tcp,NPDS Tracker,[Paul_Guyot]
3681,bts-x73,tcp,BTS X73 Port,[Todd_Cooper]
3682,cas-mapi,tcp,EMC SmartPackets-MAPI,[Koen_Schoofs]
3683,bmc-ea,tcp,BMC EDV/EA,[Portnoy_Boxman]
3684,faxstfx-port,tcp,FAXstfX,[Alec_Carlson]
3685,dsx-agent,tcp,DS Expert Agent,[Jason_Lockett][Melanie_Kacerek]
3686,tnmpv2,tcp,Trivial Network Management,[Andrea_Premoli]
3687,simple-push,tcp,simple-push,
3688,simple-push-s,tcp,simple-push Secure,[C_Enrique_Ortiz]
3689,daap,tcp,Digital Audio Access Protocol (iTunes),[Amandeep_Jawa]
3690,svn,tcp,Subversion,[Greg_Hudson_2]
3691,magaya-network,tcp,Magaya Network Port,[Jesus_David_Rodrigue]
3692,intelsync,tcp,Brimstone IntelSync,[Davey_Taylor]
3693,easl,tcp,Emergency Automatic Structure Lockdown System,[Mele_Associates]
3695,bmc-data-coll,tcp,BMC Data Collection,[Portnoy_Boxman]
3696,telnetcpcd,tcp,Telnet Com Port Control,[Thomas_J_Pinkl]
3697,nw-license,tcp,NavisWorks License System,[Tim_Wiegand]
3698,sagectlpanel,tcp,SAGECTLPANEL,[Mark_Gamble]
3699,kpn-icw,tcp,Internet Call Waiting,[B_J_Kortekaas]
3700,lrs-paging,tcp,LRS NetPage,[Geoffrey_Wossum]
3701,netcelera,tcp,NetCelera,[Tarek_Nabhan]
3702,ws-discovery,tcp,Web Service Discovery,[Christian_Huitema_2]
3703,adobeserver-3,tcp,Adobe Server 3,
3704,adobeserver-4,tcp,Adobe Server 4,[Frank_Soetebeer]
3705,adobeserver-5,tcp,Adobe Server 5,[Bernd_Paradies]
3706,rt-event,tcp,Real-Time Event Port,
3707,rt-event-s,tcp,Real-Time Event Secure Port,[Terry_Gin]
3708,sun-as-iiops,tcp,Sun App Svr - Naming,[Abhijit_Kumar]
3709,ca-idms,tcp,CA-IDMS Server,[Dave_Ross]
3710,portgate-auth,tcp,PortGate Authentication,[Scott_Harris]
3711,edb-server2,tcp,EBD Server 2,[Carlos_Portela]
3712,sentinel-ent,tcp,Sentinel Enterprise,[Ian_Gordon_2]
3713,tftps,tcp,TFTP over TLS,[Mark_mayernick]
3714,delos-dms,tcp,DELOS Direct Messaging,[Ekkehard_Morgenstern]
3715,anoto-rendezv,tcp,Anoto Rendezvous Port,[Ola_Sandstrom]
3716,wv-csp-sms-cir,tcp,WV CSP SMS CIR Channel,
3717,wv-csp-udp-cir,tcp,WV CSP UDP/IP CIR Channel,[Jon_Ingi_Ingimundars]
3718,opus-services,tcp,OPUS Server Port,[Detlef_Stoever]
3719,itelserverport,tcp,iTel Server Port,[Mark_Hendricks]
3720,ufastro-instr,tcp,UF Astro. Instr. Services,[David_B_Hon]
3721,xsync,tcp,Xsync,
3722,xserveraid,tcp,Xserve RAID,[Bob_Bradley]
3723,sychrond,tcp,Sychron Service Daemon,[Robert_Marinelli]
3724,blizwow,tcp,World of Warcraft,[Domain_Tech]
3725,na-er-tip,tcp,Netia NA-ER Port,[Jean_Pierre_Garcia]
3726,array-manager,tcp,Xyratex Array Manager,[David_A_Lethe]
3727,e-mdu,tcp,Ericsson Mobile Data Unit,
3728,e-woa,tcp,Ericsson Web on Air,[Marco_Casole]
3729,fksp-audit,tcp,Fireking Audit Port,[Richard_Thurman]
3730,client-ctrl,tcp,Client Control,[Lawrence_W_Dunn]
3731,smap,tcp,Service Manager,
3732,m-wnn,tcp,Mobile Wnn,[Yasunari_Yamashita]
3733,multip-msg,tcp,Multipuesto Msg Port,[Felisa_Ares]
3734,synel-data,tcp,Synel Data Collection Port,[David_Ashkenazi]
3735,pwdis,tcp,Password Distribution,[Robert_Erl]
3736,rs-rmi,tcp,RealSpace RMI,[Barry_McDarby]
3737,xpanel,tcp,XPanel Daemon,[Lilian_Rudenco]
3738,versatalk,tcp,versaTalk Server Port,[Dr_Kingsley_C_Nwos]
3739,launchbird-lm,tcp,Launchbird LicenseManager,[Tom_Hawkins]
3740,heartbeat,tcp,Heartbeat Protocol,[Jeroen_Massar]
3741,wysdma,tcp,WysDM Agent,[Jim_McDonald]
3742,cst-port,tcp,CST - Configuration & Service Tracker,[Hai_Ou_Yang]
3743,ipcs-command,tcp,IP Control Systems Ltd.,[Paul_Anderson]
3744,sasg,tcp,SASG,[Cristian_Petculescu_2]
3745,gw-call-port,tcp,GWRTC Call Port,[Felisa_Ares]
3746,linktest,tcp,LXPRO.COM LinkTest,
3747,linktest-s,tcp,LXPRO.COM LinkTest SSL,[Greg_Bailey]
3748,webdata,tcp,webData,[Michael_Whiteley]
3749,cimtrak,tcp,CimTrak,[Robert_E_Johnson_II]
3750,cbos-ip-port,tcp,CBOS/IP ncapsalation port,[Thomas_Dannemiller]
3751,gprs-cube,tcp,CommLinx GPRS Cube,[Peter_Johnson]
3752,vipremoteagent,tcp,Vigil-IP RemoteAgent,[Bryan_Alvord]
3753,nattyserver,tcp,NattyServer Port,[Akira_Saito]
3754,timestenbroker,tcp,TimesTen Broker Port,[David_Aspinwall]
3755,sas-remote-hlp,tcp,SAS Remote Help Server,[Gary_T_Ciampa]
3756,canon-capt,tcp,Canon CAPT Port,[Takashi_Okazawa]
3757,grf-port,tcp,GRF Server Port,[Robert_Banfill]
3758,apw-registry,tcp,apw RMI registry,[Dan_Davis]
3759,exapt-lmgr,tcp,Exapt License Manager,[Christoph_Kukulies]
3760,adtempusclient,tcp,adTempus Client,[Bill_Wingate]
3761,gsakmp,tcp,gsakmp port,
3762,gbs-smp,tcp,GBS SnapMail Protocol,[Eric_Harris_Braun]
3763,xo-wave,tcp,XO Wave Control Port,[Bjorn_Dittmer_Roche]
3764,mni-prot-rout,tcp,MNI Protected Routing,[Tim_Behne]
3765,rtraceroute,tcp,Remote Traceroute,[A_Blake_Cooper]
3766,sitewatch-s,tcp,SSL e-watch sitewatch server,[e-Watch_Corporation]
3767,listmgr-port,tcp,ListMGR Port,[Takashi_Kubota]
3768,rblcheckd,tcp,rblcheckd server daemon,[Sabri_Berisha]
3769,haipe-otnk,tcp,HAIPE Network Keying,[Mike_Irani_2]
3770,cindycollab,tcp,Cinderella Collaboration,[Ulrich_Kortenkamp]
3771,paging-port,tcp,RTP Paging Port,[Patrick_Ferriter]
3772,ctp,tcp,Chantry Tunnel Protocol,[Inderpreet_Singh]
3773,ctdhercules,tcp,ctdhercules,[Carl_Banzhof]
3774,zicom,tcp,ZICOM,[Sabu_Das]
3775,ispmmgr,tcp,ISPM Manager Port,[Eric_Anderson]
3776,dvcprov-port,tcp,Device Provisioning Port,[Rob_Lehew]
3777,jibe-eb,tcp,Jibe EdgeBurst,[Chap_Tippin]
3778,c-h-it-port,tcp,Cutler-Hammer IT Port,[Thomas_Ruchti]
3779,cognima,tcp,Cognima Replication,[Ralph_Greenwell]
3780,nnp,tcp,Nuzzler Network Protocol,[Andreas_Schwarz_2]
3781,abcvoice-port,tcp,ABCvoice server port,[Carlos_Gonzalez_Roma]
3782,iso-tp0s,tcp,Secure ISO TP0 port,[Herbert_Falk]
3783,bim-pem,tcp,Impact Mgr./PEM Gateway,[Walter_G_Giroir]
3784,bfd-control,tcp,BFD Control Protocol,
3785,bfd-echo,tcp,BFD Echo Protocol,
3786,upstriggervsw,tcp,VSW Upstrigger port,[Mark_Tim_Junghanns]
3787,fintrx,tcp,Fintrx,[Peter_G_L_Potgiese]
3788,isrp-port,tcp,SPACEWAY Routing port,[Vaibhav_Kumar]
3789,remotedeploy,tcp,RemoteDeploy Administration Port [July 2003],[Detlef_Rothe]
3790,quickbooksrds,tcp,QuickBooks RDS,[Almira]
3791,tvnetworkvideo,tcp,TV NetworkVideo Data port,[Kevin_Brunner]
3792,sitewatch,tcp,e-Watch Corporation SiteWatch,[John_M_Baird]
3793,dcsoftware,tcp,DataCore Software,[Andre_Cato]
3794,jaus,tcp,JAUS Robots,[Steven_B_Cliff]
3795,myblast,tcp,myBLAST Mekentosj port,[Alexander_Griekspoor]
3796,spw-dialer,tcp,Spaceway Dialer,[Patrick_Fisher]
3797,idps,tcp,idps,[Jean_Francois_Rabass]
3798,minilock,tcp,Minilock,[Daniel_Julio_Reyes]
3799,radius-dynauth,tcp,RADIUS Dynamic Authorization,
3800,pwgpsi,tcp,Print Services Interface,[Harry_Lewis]
3801,ibm-mgr,tcp,ibm manager service,[Tim_Hahn]
3802,vhd,tcp,VHD,[Chris_Duncombe]
3803,soniqsync,tcp,SoniqSync,[Ryan_Melville]
3804,iqnet-port,tcp,Harman IQNet Port,[Bruce_Vander_Werf]
3805,tcpdataserver,tcp,ThorGuard Server Port,[Joel_E_Steiger]
3806,wsmlb,tcp,Remote System Manager,[Thomas_Fiege]
3807,spugna,tcp,SpuGNA Communication Port,[Samuele_Sequi]
3808,sun-as-iiops-ca,tcp,Sun App Svr-IIOPClntAuth,[Abhijit_Kumar]
3809,apocd,tcp,Java Desktop System Configuration Agent,[Geoff_Higgins]
3810,wlanauth,tcp,WLAN AS server,[Bianling_Zhang]
3811,amp,tcp,AMP,[Northon_Rodrigues]
3812,neto-wol-server,tcp,netO WOL Server,[Martin_Bestmann_2]
3813,rap-ip,tcp,Rhapsody Interface Protocol,[Paul_Zander]
3814,neto-dcs,tcp,netO DCS,[Martin_Bestmann_2]
3815,lansurveyorxml,tcp,LANsurveyor XML,[Michael_Swan]
3816,sunlps-http,tcp,Sun Local Patch Server,[Barry_Greenberg]
3817,tapeware,tcp,Yosemite Tech Tapeware,[Luke_Dion]
3818,crinis-hb,tcp,Crinis Heartbeat,[Eric_McMurry]
3819,epl-slp,tcp,EPL Sequ Layer Protocol,[Hans_Weibel]
3820,scp,tcp,Siemens AuD SCP,[Johann_Arnold]
3821,pmcp,tcp,ATSC PMCP Standard,[Graham_Jones]
3822,acp-discovery,tcp,Compute Pool Discovery,
3823,acp-conduit,tcp,Compute Pool Conduit,
3824,acp-policy,tcp,Compute Pool Policy,[Andy_Belk_2]
3825,ffserver,tcp,Antera FlowFusion Process Simulation,[Armin_Liebchen]
3826,warmux,tcp,WarMUX game server,[Christophe_Gisquet]
3827,netmpi,tcp,Netadmin Systems MPI service,[G_Runfeldt]
3828,neteh,tcp,Netadmin Systems Event Handler,
3829,neteh-ext,tcp,Netadmin Systems Event Handler External,[Jonas_Krogell]
3830,cernsysmgmtagt,tcp,Cerner System Management Agent,[Mike_Craft]
3831,dvapps,tcp,Docsvault Application Service,[Ketul_Patel]
3832,xxnetserver,tcp,xxNETserver,[XXT_LLC]
3833,aipn-auth,tcp,AIPN LS Authentication,[Qiang_Zhang]
3834,spectardata,tcp,Spectar Data Stream Service,
3835,spectardb,tcp,Spectar Database Rights Service,[Jan_Rutger_Voorhorst]
3836,markem-dcp,tcp,MARKEM NEXTGEN DCP,
3837,mkm-discovery,tcp,MARKEM Auto-Discovery,[Vadym_Kargin]
3838,sos,tcp,Scito Object Server,[Arno_Klaassen]
3839,amx-rms,tcp,AMX Resource Management Suite,[Ron_Barber]
3840,flirtmitmir,tcp,www.FlirtMitMir.de,[Carsten_Falticska]
3841,shiprush-db-svr,tcp,ShipRush Database Server,[Z-Firm_LLC]
3842,nhci,tcp,NHCI status port,[Eric_Welch_2]
3843,quest-agent,tcp,Quest Common Agent,[Peter_Maher]
3844,rnm,tcp,RNM,[sn_w_of_renegade_lab]
3845,v-one-spp,tcp,V-ONE Single Port Proxy,[Daniel_Becker_3]
3846,an-pcp,tcp,Astare Network PCP,[Tony_Gulino]
3847,msfw-control,tcp,MS Firewall Control,[Oren_Trutner]
3848,item,tcp,IT Environmental Monitor,[Keith_Wright]
3849,spw-dnspreload,tcp,SPACEWAY DNS Preload,[Daniel_Friedman]
3850,qtms-bootstrap,tcp,QTMS Bootstrap Protocol,[Phil_Willis]
3851,spectraport,tcp,SpectraTalk Port,[Madhav_Karhade]
3852,sse-app-config,tcp,SSE App Configuration,[Tim_Wilson]
3853,sscan,tcp,SONY scanning protocol,[Takashi_Aihara]
3854,stryker-com,tcp,Stryker Comm Port,[Andrew_Schultz]
3855,opentrac,tcp,OpenTRAC,[Scott_Miller]
3856,informer,tcp,INFORMER,[Filippo_Fadda]
3857,trap-port,tcp,Trap Port,[Norm_Freedman]
3858,trap-port-mom,tcp,Trap Port MOM,[Norm_Freedman]
3859,nav-port,tcp,Navini Port,[Chris_Sanders]
3860,sasp,tcp,Server/Application State Protocol (SASP),[Alan_Bivens]
3861,winshadow-hd,tcp,winShadow Host Discovery,[Shu_Wei_Tan]
3862,giga-pocket,tcp,GIGA-POCKET,[Yoshikazu_Watanabe]
3863,asap-tcp,tcp,asap tcp port,
3864,asap-tcp-tls,tcp,asap/tls tcp port,
3865,xpl,tcp,xpl automation protocol,[Ian_Lowe]
3866,dzdaemon,tcp,Sun SDViz DZDAEMON Port,[Kevin_Rushforth]
3867,dzoglserver,tcp,Sun SDViz DZOGLSERVER Port,[Kevin_Rushforth]
3868,diameter,tcp,DIAMETER,
3869,ovsam-mgmt,tcp,hp OVSAM MgmtServer Disco,[Mike_Pontillo]
3870,ovsam-d-agent,tcp,hp OVSAM HostAgent Disco,[Mike_Pontillo]
3871,avocent-adsap,tcp,Avocent DS Authorization,[Eduardo_Fernandez]
3872,oem-agent,tcp,OEM Agent,[Narain_Jagathesan]
3873,fagordnc,tcp,fagordnc,[Luis_Zugasti]
3874,sixxsconfig,tcp,SixXS Configuration,[Jeroen_Massar]
3875,pnbscada,tcp,PNBSCADA,[Philip_N_Bergstress]
3876,dl-agent,tcp,"DirectoryLockdown Agent IANA assigned this well-formed service name as a replacement for ""dl_agent"".",[Jason_Lockett][Melanie_Kacerek]
3876,dl_agent,tcp,DirectoryLockdown Agent,[Jason_Lockett][Melanie_Kacerek]
3877,xmpcr-interface,tcp,XMPCR Interface Port,[Christopher_Carlson]
3878,fotogcad,tcp,FotoG CAD interface,[Jason_Szabo]
3879,appss-lm,tcp,appss license manager,[Peter_Krueger]
3880,igrs,tcp,IGRS,[Huang_Jingnan]
3881,idac,tcp,Data Acquisition and Control,[Chatziandreoglou_Chr]
3882,msdts1,tcp,DTS Service Port,[Sergei_Ivanov]
3883,vrpn,tcp,VR Peripheral Network,[Sensics]
3884,softrack-meter,tcp,SofTrack Metering,[John_T_McCann]
3885,topflow-ssl,tcp,TopFlow SSL,[Ken_Nelson]
3886,nei-management,tcp,NEI management port,[Kevin_Murphy_2]
3887,ciphire-data,tcp,Ciphire Data Transport,[Lars_Eilebrecht]
3888,ciphire-serv,tcp,Ciphire Services,[Lars_Eilebrecht]
3889,dandv-tester,tcp,D and V Tester Control Port,[Voiko_Loukanov]
3890,ndsconnect,tcp,Niche Data Server Connect,[Roland_Schneider]
3891,rtc-pm-port,tcp,Oracle RTC-PM port,[PV_Shivkumar]
3892,pcc-image-port,tcp,PCC-image-port,[Shiro_Tamoto]
3893,cgi-starapi,tcp,CGI StarAPI Server,[Garry_Moore]
3894,syam-agent,tcp,SyAM Agent Port,[Michael_Daniele]
3895,syam-smc,tcp,SyAm SMC Service Port,[Michael_Daniele]
3896,sdo-tls,tcp,Simple Distributed Objects over TLS,[Alexander_Philippou]
3897,sdo-ssh,tcp,Simple Distributed Objects over SSH,[Alexander_Philippou]
3898,senip,tcp,"IAS, Inc. SmartEye NET Internet Protocol",[Matt_Nowicki]
3899,itv-control,tcp,ITV Port,[Alex_Nicu]
3900,udt-os,tcp,"Unidata UDT OS IANA assigned this well-formed service name as a replacement for ""udt_os"".",[James_Powell]
3900,udt_os,tcp,Unidata UDT OS,[James_Powell]
3901,nimsh,tcp,NIM Service Handler,[Paul_B_Finley]
3902,nimaux,tcp,NIMsh Auxiliary Port,[Paul_B_Finley]
3903,charsetmgr,tcp,CharsetMGR,[Tatsuya_Ueda]
3904,omnilink-port,tcp,Arnet Omnilink Port,[Ronen_Shaul]
3905,mupdate,tcp,Mailbox Update (MUPDATE) protocol,
3906,topovista-data,tcp,TopoVista elevation data,[Gregg_Townsend]
3907,imoguia-port,tcp,Imoguia Port,[Emidio_Cunha]
3908,hppronetman,tcp,HP Procurve NetManagement,[Devon_Dawson]
3909,surfcontrolcpa,tcp,SurfControl CPA,[Hywel_Morgan]
3910,prnrequest,tcp,Printer Request Port,[Brett_Green]
3911,prnstatus,tcp,Printer Status Port,[Brett_Green]
3912,gbmt-stars,tcp,Global Maintech Stars,[Harry_Goldschmitt]
3913,listcrt-port,tcp,ListCREATOR Port,[Tomokazu_Asai]
3914,listcrt-port-2,tcp,ListCREATOR Port 2,[Tomokazu_Asai]
3915,agcat,tcp,Auto-Graphics Cataloging,[Paul_Cope]
3916,wysdmc,tcp,WysDM Controller,[Jim_McDonald_2]
3917,aftmux,tcp,AFT multiplex port,[Alfred_Schmidt]
3918,pktcablemmcops,tcp,PacketCableMultimediaCOPS,[Eric_Rosenfeld]
3919,hyperip,tcp,HyperIP,[Network_Executive_Software_Inc]
3920,exasoftport1,tcp,Exasoft IP Port,[Alan_Malik]
3921,herodotus-net,tcp,Herodotus Net,[Adam_Gawne_Cain]
3922,sor-update,tcp,Soronti Update Port,[Carleton_Watkins]
3923,symb-sb-port,tcp,Symbian Service Broker,[Ian_McDowall]
3924,mpl-gprs-port,tcp,MPL_GPRS_PORT,[David_Barrass_2]
3925,zmp,tcp,Zoran Media Port,[Gerard_Cerchio]
3926,winport,tcp,WINPort,[Alwin_Egger]
3927,natdataservice,tcp,ScsTsr,[Ghanshyam_Patel]
3928,netboot-pxe,tcp,PXE NetBoot Manager,[Markus_Treinen]
3929,smauth-port,tcp,AMS Port,[Angelique_Dokos]
3930,syam-webserver,tcp,Syam Web Server Port,[Michael_Daniele]
3931,msr-plugin-port,tcp,MSR Plugin Port,[Ron_Steed]
3932,dyn-site,tcp,Dynamic Site System,[Steve_Qi]
3933,plbserve-port,tcp,PL/B App Server User Port,[Edward_R_Boedecker]
3934,sunfm-port,tcp,PL/B File Manager Port,[Edward_R_Boedecker]
3935,sdp-portmapper,tcp,SDP Port Mapper Protocol,[James_Pinkerton]
3936,mailprox,tcp,Mailprox,[Christof_Drescher]
3937,dvbservdsc,tcp,DVB Service Discovery,[Bert_van_Willigen][Peter_MacAvock]
3938,dbcontrol-agent,tcp,"Oracle dbControl Agent po IANA assigned this well-formed service name as a replacement for ""dbcontrol_agent"".",[Todd_Guay]
3938,dbcontrol_agent,tcp,Oracle dbControl Agent po,[Todd_Guay]
3939,aamp,tcp,Anti-virus Application Management Port,[In_sik_Choi]
3940,xecp-node,tcp,XeCP Node Service,[Brent_McCullough]
3941,homeportal-web,tcp,Home Portal Web Server,[Christian_Beaumont]
3942,srdp,tcp,satellite distribution,[Simone_Molendini]
3943,tig,tcp,TetraNode Ip Gateway,[B_van_Klinken]
3944,sops,tcp,S-Ops Management,[Stefan_Hochuli]
3945,emcads,tcp,EMCADS Server Port,[Lars_Struwe_Christen]
3946,backupedge,tcp,BackupEDGE Server,[Microlite_Corporation]
3947,ccp,tcp,"Connect and Control Protocol for Consumer, Commercial, and Industrial Electronic Devices",[Aaron_Myer]
3948,apdap,tcp,Anton Paar Device Administration Protocol,[Martin_Leitner]
3949,drip,tcp,Dynamic Routing Information Protocol,[Dana_Blair]
3950,namemunge,tcp,Name Munging,[John_C_Klensin]
3951,pwgippfax,tcp,PWG IPP Facsimile,[Ira_McDonald]
3952,i3-sessionmgr,tcp,I3 Session Manager,[Mike_Gagle_2]
3953,xmlink-connect,tcp,Eydeas XMLink Connect,[David_Crewson]
3954,adrep,tcp,AD Replication RPC,[Robert_Ball]
3955,p2pcommunity,tcp,p2pCommunity,[Tiago_Bittencourt_Si]
3956,gvcp,tcp,GigE Vision Control,[Eric_Carey]
3957,mqe-broker,tcp,MQEnterprise Broker,
3958,mqe-agent,tcp,MQEnterprise Agent,[Bob_Lauria]
3959,treehopper,tcp,Tree Hopper Networking,[Gary_Whelan]
3960,bess,tcp,Bess Peer Assessment,[Peter_Verdon]
3961,proaxess,tcp,ProAxess Server,[Jonas_Ahlqvist]
3962,sbi-agent,tcp,SBI Agent Protocol,[Yossi_Appleboum_2]
3963,thrp,tcp,Teran Hybrid Routing Protocol,[Spencer_Teran]
3964,sasggprs,tcp,SASG GPRS,[Cristian_Petculescu_3]
3965,ati-ip-to-ncpe,tcp,Avanti IP to NCPE API,[Steve_Meyer_Sr]
3966,bflckmgr,tcp,BuildForge Lock Manager,[Joe_Senner]
3967,ppsms,tcp,PPS Message Service,[Bart_Schaefer]
3968,ianywhere-dbns,tcp,iAnywhere DBNS,[Graeme_Perrow]
3969,landmarks,tcp,Landmark Messages,[Petri_Rauhala]
3970,lanrevagent,tcp,LANrev Agent,[Martin_Bestmann_3]
