Port,Service,Protocol,Description,Assignee
3971,lanrevserver,tcp,LANrev Server,[Martin_Bestmann_3]
3972,iconp,tcp,ict-control Protocol,[Roel_Harbers]
3973,progistics,tcp,ConnectShip Progistics,[ConnectShip_Inc]
3974,xk22,tcp,Remote Applicant Tracking Service,[Marc_Castelluccio]
3975,airshot,tcp,Air Shot,[Shingo_Kimura]
3976,opswagent,tcp,Server Automation Agent,[Hewlett_Packard_Enterprise]
3977,opswmanager,tcp,Opsware Manager,[Dave_Jagoda]
3978,secure-cfg-svr,tcp,Secured Configuration Server,[Dr_Anupam_Bharali]
3979,smwan,tcp,Smith Micro Wide Area Network Service,[David_Sperling]
3980,,tcp,Reserved,
3981,starfish,tcp,Starfish System Admin,[Dan_Razzell]
3982,eis,tcp,ESRI Image Server,
3983,eisp,tcp,ESRI Image Service,[Keith_Ryden]
3984,mapper-nodemgr,tcp,MAPPER network node manager,
3985,mapper-mapethd,tcp,MAPPER TCP/IP server,
3986,mapper-ws-ethd,tcp,"MAPPER workstation server IANA assigned this well-formed service name as a replacement for ""mapper-ws_ethd"".",[John_C_Horton]
3986,mapper-ws_ethd,tcp,MAPPER workstation server,[John_C_Horton]
3987,centerline,tcp,Centerline,[Mark_Simpson]
3988,dcs-config,tcp,DCS Configuration Port,[Ian_Cargill]
3989,bv-queryengine,tcp,BindView-Query Engine,
3990,bv-is,tcp,BindView-IS,
3991,bv-smcsrv,tcp,BindView-SMCServer,
3992,bv-ds,tcp,BindView-DirectoryServer,
3993,bv-agent,tcp,BindView-Agent,[David_A_Gayler]
3995,iss-mgmt-ssl,tcp,ISS Management Svcs SSL,[Wes_Wilson]
3996,abcsoftware,tcp,abcsoftware-01,[Andrew_Zimmerman]
3997,agentsease-db,tcp,aes_db,[Colin_Hughes]
3998,dnx,tcp,Distributed Nagios Executor Service,[John_Calcote]
3999,nvcnet,tcp,Norman distributes scanning service,[Kristian_A_Bognaes]
4000,terabase,tcp,Terabase,[Thor_Olson]
4001,newoak,tcp,NewOak,[Jim_Philippou]
4002,pxc-spvr-ft,tcp,pxc-spvr-ft,
4003,pxc-splr-ft,tcp,pxc-splr-ft,
4004,pxc-roid,tcp,pxc-roid,
4005,pxc-pin,tcp,pxc-pin,
4006,pxc-spvr,tcp,pxc-spvr,
4007,pxc-splr,tcp,pxc-splr,[Dave_Nesbitt]
4008,netcheque,tcp,NetCheque accounting,[B_Clifford_Neuman]
4009,chimera-hwm,tcp,Chimera HWM,[Ken_Anderson]
4010,samsung-unidex,tcp,Samsung Unidex,[Konstantin_V_Vyazni]
4011,altserviceboot,tcp,Alternate Service Boot,[Eric_Dittert]
4012,pda-gate,tcp,PDA Gate,[Masakuni_Okada]
4013,acl-manager,tcp,ACL Manager,[Toru_Murai]
4014,taiclock,tcp,TAICLOCK,[D_J_Bernstein]
4015,talarian-mcast1,tcp,Talarian Mcast,
4016,talarian-mcast2,tcp,Talarian Mcast,
4017,talarian-mcast3,tcp,Talarian Mcast,
4018,talarian-mcast4,tcp,Talarian Mcast,
4019,talarian-mcast5,tcp,Talarian Mcast,[Geoff_Mendal]
4020,trap,tcp,TRAP Port,[Jeffrey_C_Byrd]
4021,nexus-portal,tcp,Nexus Portal,[Damian_Tarnawsky]
4022,dnox,tcp,DNOX,[Leo_Rathnayake]
4023,esnm-zoning,tcp,ESNM Zoning Port,[Yong_Cai]
4024,tnp1-port,tcp,TNP1 User Port,[Tony_Gibbs]
4025,partimage,tcp,Partition Image Port,[Franck_Ladurelle]
4026,as-debug,tcp,Graphical Debug Server,[Steve_Halverson]
4027,bxp,tcp,bitxpress,[Morgan_Doyle]
4028,dtserver-port,tcp,DTServer Port,[Stephen_Aikins]
4029,ip-qsig,tcp,IP Q signaling protocol,[Toru_Tachibana]
4030,jdmn-port,tcp,Accell/JSP Daemon Port,[Daegis_Inc]
4031,suucp,tcp,UUCP over SSL,[Harald_Welte]
4032,vrts-auth-port,tcp,VERITAS Authorization Service,[Stefan_Winkel]
4033,sanavigator,tcp,SANavigator Peer Port,[Robert_J_Chansler]
4034,ubxd,tcp,Ubiquinox Daemon,[Kit_Smithers]
4035,wap-push-http,tcp,WAP Push OTA-HTTP port,
4036,wap-push-https,tcp,WAP Push OTA-HTTP secure,[Matthieu_Lachance]
4037,ravehd,tcp,RaveHD network control,[Jason_Howard]
4038,fazzt-ptp,tcp,Fazzt Point-To-Point,
4039,fazzt-admin,tcp,Fazzt Administration,[Lewis_Wolfgang]
4040,yo-main,tcp,Yo.net main service,[John_Tintor]
4041,houston,tcp,Rocketeer-Houston,[Johnny_C_Norris_II]
4042,ldxp,tcp,LDXP,[Craig_Calef]
4043,nirp,tcp,Neighbour Identity Resolution,
4044,ltp,tcp,Location Tracking Protocol,
4045,npp,tcp,Network Paging Protocol,
4046,acp-proto,tcp,Accounting Protocol,
4047,ctp-state,tcp,Context Transfer Protocol,[Hesham_Soliman]
4049,wafs,tcp,Wide Area File Services,[Yuval_Hager]
4050,cisco-wafs,tcp,Wide Area File Services,[Etai_Lev_Ran]
4051,cppdp,tcp,Cisco Peer to Peer Distribution Protocol,[Susan_Sauter]
4052,interact,tcp,VoiceConnect Interact,[Jonathan_Custance]
4053,ccu-comm-1,tcp,CosmoCall Universe Communications Port 1,
4054,ccu-comm-2,tcp,CosmoCall Universe Communications Port 2,
4055,ccu-comm-3,tcp,CosmoCall Universe Communications Port 3,[Steve_Dellutri_2]
4056,lms,tcp,Location Message Service,[Sergey_Burnevsky]
4057,wfm,tcp,Servigistics WFM server,[Yuri_Machkasov_2]
4058,kingfisher,tcp,Kingfisher protocol,[Vaughan_Wesson]
4059,dlms-cosem,tcp,DLMS/COSEM,[Gyozo_Kmethy]
4060,dsmeter-iatc,tcp,"DSMETER Inter-Agent Transfer Channel IANA assigned this well-formed service name as a replacement for ""dsmeter_iatc"".",[John_McCann]
4060,dsmeter_iatc,tcp,DSMETER Inter-Agent Transfer Channel,[John_McCann]
4061,ice-location,tcp,Ice Location Service (TCP),
4062,ice-slocation,tcp,Ice Location Service (SSL),
4063,ice-router,tcp,Ice Firewall Traversal Service (TCP),
4064,ice-srouter,tcp,Ice Firewall Traversal Service (SSL),[Bernard_Normier]
4065,avanti-cdp,tcp,"Avanti Common Data IANA assigned this well-formed service name as a replacement for ""avanti_cdp"".",[Steve_Meyer_Sr]
4065,avanti_cdp,tcp,Avanti Common Data,[Steve_Meyer_Sr]
4066,pmas,tcp,Performance Measurement and Analysis,[Zenon_Fortuna]
4067,idp,tcp,Information Distribution Protocol,[Michaela_Vanderveen]
4068,ipfltbcst,tcp,IP Fleet Broadcast,[Trung_Huu_Tran]
4069,minger,tcp,Minger Email Address Validation Service,[Arvel_Hathcock]
4070,tripe,tcp,Trivial IP Encryption (TrIPE),[Mark_Wooding]
4071,aibkup,tcp,Automatically Incremental Backup,[Volker_Wiegand]
4072,zieto-sock,tcp,Zieto Socket Communications,[Malcolm_McLean]
4073,iRAPP,tcp,Interactive Remote Application Pairing Protocol,[Volodymyr_Bykov]
4074,cequint-cityid,tcp,Cequint City ID UI trigger,[Phill_Goeckler]
4075,perimlan,tcp,ISC Alarm Message Service,[Bernie_Malkowski]
4076,seraph,tcp,Seraph DCS,[Jason_Spence]
4077,,tcp,Reserved,
4078,cssp,tcp,Coordinated Security Service Protocol,[Michael_McDaniels]
4079,santools,tcp,SANtools Diagnostic Server,[David_A_Lethe_2]
4080,lorica-in,tcp,Lorica inside facing,
4081,lorica-in-sec,tcp,Lorica inside facing (SSL),
4082,lorica-out,tcp,Lorica outside facing,
4083,lorica-out-sec,tcp,Lorica outside facing (SSL),[Johannes_Skov_Frands]
4084,,tcp,Reserved,
4085,ezmessagesrv,tcp,EZNews Newsroom Message Service,[Gerald_R_Jensen]
4086,,tcp,Reserved,
4087,applusservice,tcp,APplus Service,[Alfred_Weindl]
4088,npsp,tcp,Noah Printing Service Protocol,[Hiromi_Ohara]
4089,opencore,tcp,OpenCORE Remote Control Service,[Pim_van_Riezen]
4090,omasgport,tcp,OMA BCAST Service Guide,[Mark_Lipford]
4091,ewinstaller,tcp,EminentWare Installer,
4092,ewdgs,tcp,EminentWare DGS,[David_A_Gayler_2]
4093,pvxpluscs,tcp,Pvx Plus CS Host,[Michael_King]
4094,sysrqd,tcp,sysrq daemon,[Julien_Danjou]
4095,xtgui,tcp,xtgui information service,[Jim_Robanske]
4096,bre,tcp,BRE (Bridge Relay Element),[Stephen_Egbert]
4097,patrolview,tcp,Patrol View,[Portnoy_Boxman]
4098,drmsfsd,tcp,drmsfsd,[Masao_Iwai]
4099,dpcp,tcp,DPCP,[John_Croft]
4100,igo-incognito,tcp,IGo Incognito Data Port,[Paul_Reddy_2]
4101,brlp-0,tcp,Braille protocol,
4102,brlp-1,tcp,Braille protocol,
4103,brlp-2,tcp,Braille protocol,
4104,brlp-3,tcp,Braille protocol,[Sebastien_Hinderer]
4105,shofar,tcp,Shofar,[ShofarNexus]
4106,synchronite,tcp,Synchronite,[James_Figgins]
4107,j-ac,tcp,JDL Accounting LAN Service,[Takashi_Sahara]
4108,accel,tcp,ACCEL,[Masahiro_Koiwai]
4109,izm,tcp,Instantiated Zero-control Messaging,[David_Miller]
4110,g2tag,tcp,G2 RFID Tag Telemetry Data,[David_Goodall]
4111,xgrid,tcp,Xgrid,[David_Kramer]
4112,apple-vpns-rp,tcp,Apple VPN Server Reporting Protocol,[Christophe_Allie]
4113,aipn-reg,tcp,AIPN LS Registration,[Qiang_Zhang_2]
4114,jomamqmonitor,tcp,JomaMQMonitor,[Marcel_Hofstetter]
4115,cds,tcp,CDS Transfer Agent,[Neil_Coggins]
4116,smartcard-tls,tcp,smartcard-TLS,[Ilan_Mahalal]
4117,hillrserv,tcp,Hillr Connection Manager,[Freddy_A_Ayuso_Hens]
4118,netscript,tcp,Netadmin Systems NETscript service,[Goran_Runfeldt]
4119,assuria-slm,tcp,Assuria Log Manager,[Nick_Connor]
4120,minirem,tcp,MiniRem Remote Telemetry and Control,[MobilePro_Systems]
4121,e-builder,tcp,e-Builder Application Communication,[James_Caza]
4122,fprams,tcp,Fiber Patrol Alarm Service,[Zhizhong_Zhuang]
4123,z-wave,tcp,Z-Wave Protocol,[Sigma_Designs_Inc_2]
4124,tigv2,tcp,Rohill TetraNode Ip Gateway v2,[Bert_Bouwers]
4125,opsview-envoy,tcp,Opsview Envoy,[Ton_Voon]
4126,ddrepl,tcp,Data Domain Replication Service,[Pratik_Wadher]
4127,unikeypro,tcp,NetUniKeyServer,[Raymond_Chaw]
4128,nufw,tcp,NuFW decision delegation protocol,
4129,nuauth,tcp,NuFW authentication protocol,[Eric_Leblond]
4130,fronet,tcp,FRONET message protocol,[Christer_Nygren]
4131,stars,tcp,Global Maintech Stars,[Harry_Goldschmitt_2]
4132,nuts-dem,tcp,"NUTS Daemon IANA assigned this well-formed service name as a replacement for ""nuts_dem"".",
4132,nuts_dem,tcp,NUTS Daemon,
4133,nuts-bootp,tcp,"NUTS Bootp Server IANA assigned this well-formed service name as a replacement for ""nuts_bootp"".",[Martin_Freiss_2]
4133,nuts_bootp,tcp,NUTS Bootp Server,[Martin_Freiss_2]
4134,nifty-hmi,tcp,NIFTY-Serve HMI protocol,[Ryuichi_Suzuki]
4135,cl-db-attach,tcp,Classic Line Database Server Attach,
4136,cl-db-request,tcp,Classic Line Database Server Request,
4137,cl-db-remote,tcp,Classic Line Database Server Remote,[Arno_Kirmeir]
4138,nettest,tcp,nettest,[David_Borman]
4139,thrtx,tcp,Imperfect Networks Server,[Dinkar_Chivaluri_2]
4140,cedros-fds,tcp,"Cedros Fraud Detection System IANA assigned this well-formed service name as a replacement for ""cedros_fds"".",[Markus_Michels_3]
4140,cedros_fds,tcp,Cedros Fraud Detection System,[Markus_Michels_3]
4141,oirtgsvc,tcp,Workflow Server,
4142,oidocsvc,tcp,Document Server,
4143,oidsr,tcp,Document Replication,[Norman_Brie]
4145,vvr-control,tcp,VVR Control,[Ming_Xu]
4146,tgcconnect,tcp,TGCConnect Beacon,[Brian_Becker]
4147,vrxpservman,tcp,Multum Service Manager,[Scott_Mager]
4148,hhb-handheld,tcp,HHB Handheld Client,[Steven_G_Loughner]
4149,agslb,tcp,A10 GSLB Service,[John_Chiong]
4150,PowerAlert-nsa,tcp,PowerAlert Network Shutdown Agent,[Mike_Delgrosso_2]
4151,menandmice-noh,tcp,"Men & Mice Remote Control IANA assigned this well-formed service name as a replacement for ""menandmice_noh"".",[Eggert_Thorlacius]
4151,menandmice_noh,tcp,Men & Mice Remote Control,[Eggert_Thorlacius]
4152,idig-mux,tcp,"iDigTech Multiplex IANA assigned this well-formed service name as a replacement for ""idig_mux"".",[Robin_Findley]
4152,idig_mux,tcp,iDigTech Multiplex,[Robin_Findley]
4153,mbl-battd,tcp,MBL Remote Battery Monitoring,[Claudio_Procida]
4154,atlinks,tcp,atlinks device discovery,[Scott_Griepentrog]
4155,bzr,tcp,Bazaar version control system,[Martin_Pool_2]
4156,stat-results,tcp,STAT Results,
4157,stat-scanner,tcp,STAT Scanner Control,
4158,stat-cc,tcp,STAT Command Center,[Darwin_Ammala]
4159,nss,tcp,Network Security Service,[Dave_Wierbowski]
4160,jini-discovery,tcp,Jini Discovery,[Mark_Hodapp]
4161,omscontact,tcp,OMS Contact,
4162,omstopology,tcp,OMS Topology,[David_Page]
4163,silverpeakpeer,tcp,Silver Peak Peer Protocol,[Damon_Ennis]
4164,silverpeakcomm,tcp,Silver Peak Communication Protocol,[Damon_Ennis]
4165,altcp,tcp,ArcLink over Ethernet,[Dmitry_Brant]
4166,joost,tcp,Joost Peer to Peer Protocol,[Colm_MacCarthaigh]
4167,ddgn,tcp,DeskDirect Global Network,[Laurie_Charlwood]
4168,pslicser,tcp,PrintSoft License Server,[David_Weisgerber]
4169,iadt,tcp,Automation Drive Interface Transport,[Paul_Suhler]
4170,d-cinema-csp,tcp,SMPTE Content Synchonization Protocol,[Michael_Karagosian]
4171,ml-svnet,tcp,Maxlogic Supervisor Communication,[Taha_Paksu]
4172,pcoip,tcp,PC over IP,[Teradici]
4173,,tcp,Reserved,
4174,smcluster,tcp,StorMagic Cluster Services,[Chris_Farey]
4175,bccp,tcp,Brocade Cluster Communication Protocol,[Norival_Figueira]
4176,tl-ipcproxy,tcp,Translattice Cluster IPC Proxy,[Michael_Lyle]
4177,wello,tcp,Wello P2P pubsub service,[Christian_Westbrook]
4178,storman,tcp,StorMan,[Werner_Guertler]
4179,MaxumSP,tcp,Maxum Services,[Greg_Stine]
4180,httpx,tcp,HTTPX,[Paul_McGough]
4181,macbak,tcp,MacBak,[Wes_Peters]
4182,pcptcpservice,tcp,Production Company Pro TCP Service,[Ben_McNeill]
4183,cyborgnet,tcp,CyborgNet communications protocol,[Gareth_Nelson]
4184,universe-suite,tcp,"UNIVERSE SUITE MESSAGE SERVICE IANA assigned this well-formed service name as a replacement for ""universe_suite"".",[Gary_ANDREWS]
4184,universe_suite,tcp,UNIVERSE SUITE MESSAGE SERVICE,[Gary_ANDREWS]
4185,wcpp,tcp,Woven Control Plane Protocol,[Christopher_LILJENST]
4186,boxbackupstore,tcp,Box Backup Store Service,[Chris_Wilson]
4187,csc-proxy,tcp,"Cascade Proxy IANA assigned this well-formed service name as a replacement for ""csc_proxy"".",[Matt_Craighead]
4187,csc_proxy,tcp,Cascade Proxy,[Matt_Craighead]
4188,vatata,tcp,Vatata Peer to Peer Protocol,[Song_Jian]
4189,pcep,tcp,Path Computation Element Communication Protocol,
4190,sieve,tcp,ManageSieve Protocol,
4191,,tcp,Reserved,
4192,azeti,tcp,Azeti Agent Service,[Uwe_Holz]
4193,pvxplusio,tcp,PxPlus remote file srvr,[Mike_King]
4194,spdm,tcp,Security Protocol and Data Model,[Intel_Corporation]
4195,aws-wsp,tcp,AWS protocol for cloud remoting solution,[Amazon.com_Services_LLC]
4197,hctl,tcp,Harman HControl Protocol,[Harman_International_Industries_Inc]
4199,eims-admin,tcp,EIMS ADMIN,[Glenn_Anderson]
4300,corelccam,tcp,Corel CCam,[Jason_Aiken]
4301,d-data,tcp,Diagnostic Data,
4302,d-data-control,tcp,Diagnostic Data Control,[Jon_March]
4303,srcp,tcp,Simple Railroad Command Protocol,[Matthias_Trute]
4304,owserver,tcp,One-Wire Filesystem Server,[Paul_Alfille]
4305,batman,tcp,better approach to mobile ad-hoc networking,[Simon_Wunderlich]
4306,pinghgl,tcp,Hellgate London,[David_Berk]
4307,trueconf,tcp,TrueConf Videoconference Service,[Dmitry_Odintsov]
4308,compx-lockview,tcp,CompX-LockView,[John_Payson]
4309,dserver,tcp,Exsequi Appliance Discovery,[Angelo_Masci]
4310,mirrtex,tcp,Mir-RT exchange service,[Sylvain_Robert]
4311,p6ssmc,tcp,P6R Secure Server Management Console,[Jim_Susoy]
4312,pscl-mgt,tcp,Parascale Membership Manager,[John_Muth]
4313,perrla,tcp,PERRLA User Services,[Cliff_Batson]
4314,choiceview-agt,tcp,ChoiceView Agent,[Radish_Systems]
4316,choiceview-clt,tcp,ChoiceView Client,[Radish_Systems]
4317,opentelemetry,tcp,OpenTelemetry Protocol,[OpenTelemetry]
4319,fox-skytale,tcp,Fox SkyTale encrypted communication,[Fox_Crypto_BV]
4320,fdt-rcatp,tcp,FDT Remote Categorization Protocol,[Russell_P_Holsclaw]
4321,rwhois,tcp,Remote Who Is,[Mark_Kosters]
4322,trim-event,tcp,TRIM Event Service,
4323,trim-ice,tcp,TRIM ICE Service,[Siva_Poobalasingam_2]
4325,geognosisadmin,tcp,Cadcorp GeognoSIS Administrator,[Computer_Aided_Development_Corporation_Ltd]
4326,geognosis,tcp,Cadcorp GeognoSIS,[Martin_Daly]
4327,jaxer-web,tcp,Jaxer Web Protocol,[Uri_Sarid]
4328,jaxer-manager,tcp,Jaxer Manager Command Protocol,[Uri_Sarid]
4329,publiqare-sync,tcp,PubliQare Distributed Environment Synchronisation Engine,[Tom_Maaswinkel]
4330,dey-sapi,tcp,DEY Storage Administration REST API,[DEY_Storage_Systems_Inc]
4331,ktickets-rest,tcp,ktickets REST API for event management and ticketing systems (embedded POS devices),[KeyTicket_Solutions]
4332,getty-focus,tcp,Getty Images FOCUS service,[Matthew_Margolis]
4333,ahsp,tcp,ArrowHead Service Protocol (AHSP),[QuantuMatriX_Technologies]
4334,netconf-ch-ssh,tcp,NETCONF Call Home (SSH),[IESG]
4335,netconf-ch-tls,tcp,NETCONF Call Home (TLS),[IESG]
4336,restconf-ch-tls,tcp,RESTCONF Call Home (TLS),[IESG]
4340,gaia,tcp,Gaia Connector Protocol,[Philippe_Detournay]
4341,,tcp,Reserved,
4342,,tcp,Reserved,
4343,unicall,tcp,UNICALL,[James_Powell_2]
4344,vinainstall,tcp,VinaInstall,[Jay_Slupesky]
4345,m4-network-as,tcp,Macro 4 Network AS,[Paul_Wren]
4346,elanlm,tcp,ELAN LM,[Paul_Ballew]
4347,lansurveyor,tcp,LAN Surveyor,[Michael_Swan]
4348,itose,tcp,ITOSE,[Michael_Haeuptle]
4349,fsportmap,tcp,File System Port Map,[Ron_Minnich_2]
4350,net-device,tcp,Net Device,[Glenn_Peterson]
4351,plcy-net-svcs,tcp,PLCY Net Services,[J_J_Ekstrom]
4352,pjlink,tcp,Projector Link,[Mitsuo_Kodama]
4353,f5-iquery,tcp,F5 iQuery,[Tom_Kee]
4354,qsnet-trans,tcp,QSNet Transmitter,
4355,qsnet-workst,tcp,QSNet Workstation,
4356,qsnet-assist,tcp,QSNet Assistant,
4357,qsnet-cond,tcp,QSNet Conductor,
4358,qsnet-nucl,tcp,QSNet Nucleus,[Neer_Kleinman]
4359,omabcastltkm,tcp,OMA BCAST Long-Term Key Messages,[Frank_Hartung]
4360,matrix-vnet,tcp,"Matrix VNet Communication Protocol IANA assigned this well-formed service name as a replacement for ""matrix_vnet"".",[Rehan_Mahmood]
4360,matrix_vnet,tcp,Matrix VNet Communication Protocol,[Rehan_Mahmood]
4361,,tcp,Reserved,
4362,,tcp,Reserved,
4366,,tcp,Reserved,
4368,wxbrief,tcp,WeatherBrief Direct,[Kim_Alan_Waggoner]
4369,epmd,tcp,Erlang Port Mapper Daemon,[Erlang]
4370,elpro-tunnel,tcp,"ELPRO V2 Protocol Tunnel IANA assigned this well-formed service name as a replacement for ""elpro_tunnel"".",[Harry_Courtice]
4370,elpro_tunnel,tcp,ELPRO V2 Protocol Tunnel,[Harry_Courtice]
4371,l2c-control,tcp,LAN2CAN Control,[Phil_Tolson]
4372,l2c-data,tcp,LAN2CAN Data,[Phil_Tolson]
4373,remctl,tcp,Remote Authenticated Command Service,[Russ_Allbery]
4374,psi-ptt,tcp,PSI Push-to-Talk Protocol,[Frank_B]
4375,tolteces,tcp,Toltec EasyShare,[Joon_Radley_2]
4376,bip,tcp,BioAPI Interworking,[Jean_Paul_Lemaire]
4377,cp-spxsvr,tcp,Cambridge Pixel SPx Server,
4378,cp-spxdpy,tcp,Cambridge Pixel SPx Display,[Richard_Warren]
4379,ctdb,tcp,CTDB,[Ronnie_Sahlberg]
4389,xandros-cms,tcp,Xandros Community Management Service,[Stephen_M_Webb]
4390,wiegand,tcp,Physical Access Control,[Scott_Guthery_2]
4391,apwi-imserver,tcp,American Printware IMServer Protocol,[Lech_Lakomy]
4392,apwi-rxserver,tcp,American Printware RXServer Protocol,[Lech_Lakomy]
4393,apwi-rxspooler,tcp,American Printware RXSpooler Protocol,[Lech_Lakomy]
4394,,tcp,Reserved,
4395,omnivisionesx,tcp,OmniVision communication for Virtual environments,[Vacquier_Serge]
4396,fly,tcp,Fly Object Space,[Nigel_Warren]
4400,ds-srv,tcp,ASIGRA Services,[David_Farajun]
4401,ds-srvr,tcp,ASIGRA Televaulting DS-System Service,
4402,ds-clnt,tcp,ASIGRA Televaulting DS-Client Service,
4403,ds-user,tcp,ASIGRA Televaulting DS-Client Monitoring/Management,
4404,ds-admin,tcp,ASIGRA Televaulting DS-System Monitoring/Management,
4405,ds-mail,tcp,ASIGRA Televaulting Message Level Restore service,
4406,ds-slp,tcp,ASIGRA Televaulting DS-Sleeper Service,[Andrei_Litvinn]
4407,nacagent,tcp,Network Access Control Agent,[ITGroup]
4408,slscc,tcp,SLS Technology Control Centre,[Steven_Sweeting]
4409,netcabinet-com,tcp,Net-Cabinet comunication,[Ian_Manning_2]
4410,itwo-server,tcp,RIB iTWO Application Server,[Kristean_Heisler_2]
4411,found,tcp,Found Messaging Protocol,[Found_Software]
4412,,tcp,Reserved,
4413,avi-nms,tcp,AVI Systems NMS,[AVI_Systems]
4414,updog,tcp,Updog Monitoring and Status Framework,[Egon_Technologies_LLC]
4415,brcd-vr-req,tcp,Brocade Virtual Router Request,[Brocade_Communications_Systems]
4416,pjj-player,tcp,PJJ Media Player,[PJJ_Productions_Inc]
4417,workflowdir,tcp,Workflow Director Communication,[WfDir]
4418,,tcp,Reserved,
4419,cbp,tcp,Colnod Binary Protocol,[Colsys_s.r.o.]
4420,nvme,tcp,NVM Express over Fabrics storage access,[NVM_Express_Inc]
4421,scaleft,tcp,Multi-Platform Remote Management for Cloud Infrastructure,[ScaleFT_Inc]
4422,tsepisp,tcp,TSEP Installation Service Protocol,[Technical_Software_Engineering_Plazotta]
4423,thingkit,tcp,thingkit secure mesh,[thingkit_inc.]
4425,netrockey6,tcp,NetROCKEY6 SMART Plus Service,[Feitian_Technologies]
4426,beacon-port-2,tcp,SMARTS Beacon Port,[Eyal_Yardeni]
4427,drizzle,tcp,Drizzle database server,[Elliot_Murphy]
4428,omviserver,tcp,OMV-Investigation Server-Client,[Serge_Vacquier]
4429,omviagent,tcp,OMV Investigation Agent-Server,[Serge_Vacquier]
4430,rsqlserver,tcp,REAL SQL Server,[Marco_Bambini]
4431,wspipe,tcp,adWISE Pipe,[Heikki_E]
4432,l-acoustics,tcp,L-ACOUSTICS management,[L-ACOUSTICS]
4433,vop,tcp,Versile Object Protocol,[Versile_AS]
4441,,tcp,Reserved,
4442,saris,tcp,Saris,
4443,pharos,tcp,Pharos,[TeleConsult]
4444,krb524,tcp,KRB524,[B_Clifford_Neuman]
4444,nv-video,tcp,NV Video default,[Ron_Frederick]
4445,upnotifyp,tcp,UPNOTIFYP,[Mark_Fox]
4446,n1-fwp,tcp,N1-FWP,
4447,n1-rmgmt,tcp,N1-RMGMT,[Lori_Tassin]
4448,asc-slmd,tcp,ASC Licence Manager,[Casper_Stoel]
4449,privatewire,tcp,PrivateWire,[Uri_Resnitzky]
4450,camp,tcp,Common ASCII Messaging Protocol,[Control_Technology_Inc]
4451,ctisystemmsg,tcp,CTI System Msg,[Control_Technology_Inc]
4452,ctiprogramload,tcp,CTI Program Load,[Control_Technology_Inc]
4453,nssalertmgr,tcp,NSS Alert Manager,
4454,nssagentmgr,tcp,NSS Agent Manager,[Jim_Hill]
4455,prchat-user,tcp,PR Chat User,
4456,prchat-server,tcp,PR Chat Server,
4457,prRegister,tcp,PR Register,[Donny_Gilor]
4458,mcp,tcp,Matrix Configuration Protocol,[Tim_DeBaillie]
4460,ntske,tcp,Network Time Security Key Establishment,[IESG]
4484,hpssmgmt,tcp,hpssmgmt service,[David_Straw]
4485,assyst-dr,tcp,Assyst Data Repository Service,[Albert_Cester]
4486,icms,tcp,Integrated Client Message Service,[Resource_Allocation]
4487,prex-tcp,tcp,Protocol for Remote Execution over TCP,[Daniel_Ruppert]
4488,awacs-ice,tcp,Apple Wide Area Connectivity Service ICE Bootstrap,[Rory_McGuire]
4500,ipsec-nat-t,tcp,IPsec NAT-Traversal,
4534,,tcp,Reserved,
4535,ehs,tcp,Event Heap Server,
4536,ehs-ssl,tcp,Event Heap Server SSL,[Brad_Johanson]
4537,wssauthsvc,tcp,WSS Security Service,[Mark_Tirschwell]
4538,swx-gate,tcp,Software Data Exchange Gateway,[Julien_VALIENTE]
4545,worldscores,tcp,WorldScores,[Steve_Davis]
4546,sf-lm,tcp,SF License Manager (Sentinel),[Thomas_Koell]
4547,lanner-lm,tcp,Lanner License Manager,[Les_Enstone]
4548,synchromesh,tcp,Synchromesh,[Tom_Hawkins_2]
4549,aegate,tcp,Aegate PMR Service,[Nick_Warrington]
4550,gds-adppiw-db,tcp,Perman I Interbase Server,[Leo_Lesage]
4551,ieee-mih,tcp,MIH Services,
4552,menandmice-mon,tcp,Men and Mice Monitoring,[Carsten_Strotmann]
4553,icshostsvc,tcp,ICS host services,[Gordan_Vosicki]
4554,msfrs,tcp,MS FRS Replication,[Kev_George]
4555,rsip,tcp,RSIP Port,
4556,dtn-bundle,tcp,DTN Bundle TCP CL Protocol,[IESG]
4557,,tcp,Reserved,
4558,,tcp,Reserved,
4559,hylafax,tcp,HylaFAX,[Lee_Howard]
4563,amahi-anywhere,tcp,Amahi Anywhere,[Amahi]
4566,kwtc,tcp,Kids Watch Time Control Service,[Larry_Zarou]
4567,tram,tcp,TRAM,[Joe_Wesley]
